Wall time,Step,Value
1720318569.6529365,5,0.003000000026077032
1720318695.7749686,6,0.003000000026077032
1720319199.0693161,10,0.003000000026077032
1720319324.5479507,11,0.003000000026077032
1720319576.1850572,13,0.003000000026077032
1720319701.9595652,14,0.003000000026077032
1720319828.0876338,15,0.003000000026077032
1720320206.415736,18,0.003000000026077032
1720320332.5061028,19,0.003000000026077032
1720320458.37053,20,0.003000000026077032
1720320964.3507621,24,0.003000000026077032
1720322101.6793382,33,0.003000000026077032
1720322228.2487164,34,0.003000000026077032
1720322480.5541883,36,0.003000000026077032
1720322989.7157376,40,0.003000000026077032
1720323242.4526372,42,0.003000000026077032
1720323495.1733768,44,0.003000000026077032
1720323622.3784244,45,0.003000000026077032
1720323871.061313,47,0.003000000026077032
1720324117.5027955,49,0.003000000026077032
1720324239.9069529,50,0.003000000026077032
1720324608.5947986,53,0.003000000026077032
1720324730.4649336,54,0.003000000026077032
1720324851.7024295,55,0.003000000026077032
1720324972.6800253,56,0.003000000026077032
1720325090.9054928,57,0.003000000026077032
1720325444.682663,60,0.003000000026077032
1720325565.94187,61,0.003000000026077032
1720325809.1733232,63,0.003000000026077032
1720326051.80128,65,0.003000000026077032
1720326172.403048,66,0.003000000026077032
1720326293.0616286,67,0.003000000026077032
1720326414.298549,68,0.003000000026077032
1720326779.118389,71,0.003000000026077032
1720326904.5113683,72,0.003000000026077032
1720327029.9709225,73,0.003000000026077032
1720327155.5459743,74,0.003000000026077032
1720327783.0736816,79,0.003000000026077032
1720328411.3681588,84,0.003000000026077032
1720328537.0338452,85,0.003000000026077032
1720328662.2611175,86,0.003000000026077032
1720328787.3268147,87,0.003000000026077032
1720328913.4937034,88,0.003000000026077032
1720329038.9154837,89,0.003000000026077032
1720329667.3529177,94,0.003000000026077032
1720330676.5228937,102,0.003000000026077032
1720331056.266144,105,0.003000000026077032
1720331189.3872838,106,0.003000000026077032
1720332090.674003,113,0.003000000026077032
1720332474.1233025,116,0.003000000026077032
1720332729.401881,118,0.003000000026077032
1720332857.830399,119,0.003000000026077032
1720332984.6477392,120,0.003000000026077032
1720333483.8190405,124,0.003000000026077032
1720333603.5704567,125,0.003000000026077032
1720333723.0928996,126,0.003000000026077032
1720334082.4789543,129,0.003000000026077032
1720334209.6152964,130,0.003000000026077032
1720335091.867195,137,0.003000000026077032
1720335343.9844959,139,0.003000000026077032
1720335595.6274097,141,0.003000000026077032
1720335720.2431545,142,0.003000000026077032
1720335845.95462,143,0.003000000026077032
1720335971.405454,144,0.003000000026077032
1720336472.3995755,148,0.003000000026077032
1720336721.095881,150,0.003000000026077032
1720337094.3274262,153,0.003000000026077032
1720337218.7597742,154,0.003000000026077032
1720337343.6139133,155,0.003000000026077032
1720337593.8262556,157,0.003000000026077032
1720337719.279035,158,0.003000000026077032
1720337844.3968356,159,0.003000000026077032
1720338219.2891104,162,0.003000000026077032
1720338469.5684483,164,0.003000000026077032
1720338594.1376092,165,0.003000000026077032
1720338842.2481732,167,0.003000000026077032
1720338965.252358,168,0.003000000026077032
1720339333.6244078,171,0.003000000026077032
1720339942.4935343,176,0.003000000026077032
1720340064.6644726,177,0.003000000026077032
1720340185.82871,178,0.003000000026077032
1720340430.4349446,180,0.003000000026077032
1720340789.0143209,183,0.003000000026077032
1720341026.0291524,185,0.003000000026077032
1720341144.8135345,186,0.003000000026077032
1720341382.8758438,188,0.003000000026077032
1720341621.3613088,190,0.003000000026077032
1720341739.5092895,191,0.003000000026077032
1720342582.6423006,198,0.003000000026077032
1720343562.394742,206,0.003000000026077032
1720343681.6575532,207,0.003000000026077032
1720343794.3329396,208,0.003000000026077032
1720344270.7932658,212,0.003000000026077032
1720344627.857241,215,0.003000000026077032
1720344985.0989175,218,0.003000000026077032
1720345102.3806121,219,0.003000000026077032
1720345455.73969,222,0.003000000026077032
1720345574.1389782,223,0.003000000026077032
1720345811.7048128,225,0.003000000026077032
1720345930.070944,226,0.003000000026077032
1720346048.994706,227,0.003000000026077032
1720346288.01659,229,0.003000000026077032
1720346642.6158452,232,0.003000000026077032
1720346768.6003065,233,0.003000000026077032
1720346894.7852154,234,0.003000000026077032
1720347273.469788,237,0.003000000026077032
1720347653.8145766,240,0.003000000026077032
1720348288.171812,245,0.003000000026077032
1720348540.6183527,247,0.003000000026077032
1720348793.302221,249,0.003000000026077032
1720348919.8299453,250,0.003000000026077032
1720349554.704348,255,0.003000000026077032
1720349936.1487405,258,0.003000000026077032
1720350060.5255096,259,0.003000000026077032
1720350186.3459823,260,0.003000000026077032
1720350313.733906,261,0.003000000026077032
1720350552.397315,263,0.003000000026077032
1720351027.348539,267,0.003000000026077032
1720351281.9352226,269,0.003000000026077032
1720351535.7745326,271,0.003000000026077032
1720351789.9285007,273,0.003000000026077032
1720352434.222333,278,0.003000000026077032
1720352676.1397867,280,0.003000000026077032
1720353152.494828,284,0.003000000026077032
1720353739.7550263,289,0.003000000026077032
1720353992.2049053,291,0.003000000026077032
1720354117.5361931,292,0.003000000026077032
1720354744.762081,297,0.003000000026077032
1720354872.7103975,298,0.003000000026077032
1720354996.4502928,299,0.003000000026077032
1720355247.206563,301,0.003000000026077032
1720355374.110967,302,0.003000000026077032
1720355497.7127984,303,0.003000000026077032
1720355997.8942742,307,0.003000000026077032
1720356122.6196432,308,0.003000000026077032
1720356370.2457123,310,0.003000000026077032
1720356742.0707161,313,0.003000000026077032
1720357241.479797,317,0.003000000026077032
1720357367.21714,318,0.003000000026077032
1720357491.8672771,319,0.003000000026077032
1720357615.5346186,320,0.003000000026077032
1720357867.706825,322,0.003000000026077032
1720358239.3497584,325,0.003000000026077032
1720358364.0976815,326,0.003000000026077032
1720358492.0619442,327,0.003000000026077032
1720358873.6551075,330,0.003000000026077032
1720359001.827948,331,0.003000000026077032
1720359256.009114,333,0.003000000026077032
1720360026.4949756,339,0.003000000026077032
1720360280.5698664,341,0.003000000026077032
1720360662.071652,344,0.003000000026077032
1720360790.5777178,345,0.003000000026077032
1720361045.2184181,347,0.003000000026077032
1720361173.276743,348,0.003000000026077032
1720361809.1176562,353,0.003000000026077032
1720361935.2707157,354,0.003000000026077032
1720362190.3477764,356,0.003000000026077032
1720362445.5131655,358,0.003000000026077032
1720362573.1486259,359,0.003000000026077032
1720362700.853493,360,0.003000000026077032
1720363081.7862399,363,0.003000000026077032
1720363208.9947243,364,0.003000000026077032
1720363589.3623962,367,0.003000000026077032
1720363716.1868083,368,0.003000000026077032
1720363972.2585726,370,0.003000000026077032
1720364101.2070682,371,0.003000000026077032
1720364363.5544264,373,0.003000000026077032
1720364898.6514719,377,0.003000000026077032
1720365033.626014,378,0.003000000026077032
1720365168.540759,379,0.003000000026077032
1720365431.565046,381,0.003000000026077032
1720365564.3423157,382,0.003000000026077032
1720366081.1974497,386,0.003000000026077032
1720366205.1023197,387,0.003000000026077032
1720366329.9735763,388,0.003000000026077032
1720366579.1320624,390,0.003000000026077032
1720366703.1059237,391,0.003000000026077032
1720366827.5539074,392,0.003000000026077032
1720366951.9317238,393,0.003000000026077032
1720368108.575194,402,0.003000000026077032
1720368239.1422946,403,0.003000000026077032
1720368887.5023344,408,0.003000000026077032
1720369793.676926,415,0.003000000026077032
1720369921.5028572,416,0.003000000026077032
1720370438.05099,420,0.003000000026077032
1720370568.0841033,421,0.003000000026077032
1720370698.1510334,422,0.003000000026077032
1720370956.4486346,424,0.003000000026077032
1720371215.388792,426,0.003000000026077032
1720371735.983699,430,0.003000000026077032
1720372894.4138315,439,0.003000000026077032
1720373019.6441133,440,0.003000000026077032
1720373147.1282072,441,0.003000000026077032
1720373274.608066,442,0.003000000026077032
1720373659.419527,445,0.003000000026077032
1720374044.2167852,448,0.003000000026077032
1720374440.445952,451,0.003000000026077032
1720375374.5874963,458,0.003000000026077032
1720375506.0605888,459,0.003000000026077032
1720375640.0100195,460,0.003000000026077032
1720375775.425729,461,0.003000000026077032
1720376041.5462232,463,0.003000000026077032
1720376175.2616837,464,0.003000000026077032
1720376576.7364275,467,0.003000000026077032
1720376713.54568,468,0.003000000026077032
1720376852.6191945,469,0.003000000026077032
1720377123.1053972,471,0.003000000026077032
1720377389.037167,473,0.003000000026077032
1720377523.0457857,474,0.003000000026077032
1720378051.0332658,478,0.003000000026077032
1720378941.6358056,485,0.003000000026077032
1720379324.3740604,488,0.003000000026077032
1720379450.0589795,489,0.003000000026077032
1720379704.1070433,491,0.003000000026077032
1720379958.8376396,493,0.003000000026077032
1720380340.492204,496,0.003000000026077032
1720381739.799649,507,0.003000000026077032
1720382118.3761566,510,0.003000000026077032
1720382245.3204525,511,0.003000000026077032
1720382372.1362076,512,0.003000000026077032
1720382633.3711874,514,0.003000000026077032
1720382899.64003,516,0.003000000026077032
1720383033.504102,517,0.003000000026077032
1720383301.3485174,519,0.003000000026077032
1720383967.5372553,524,0.003000000026077032
1720384101.9537938,525,0.003000000026077032
1720384897.5108588,531,0.003000000026077032
1720385151.4793,533,0.003000000026077032
1720385277.1964066,534,0.003000000026077032
1720385401.813844,535,0.003000000026077032
1720385530.3227808,536,0.003000000026077032
1720385656.658043,537,0.003000000026077032
1720385785.497785,538,0.003000000026077032
1720385910.8306463,539,0.003000000026077032
1720386038.2926295,540,0.003000000026077032
1720386165.0845146,541,0.003000000026077032
1720386292.0527146,542,0.003000000026077032
1720386545.7850206,544,0.003000000026077032
1720386923.8522038,547,0.003000000026077032
